#k  alpha sigma peak_neg peak_pos  theta_neg  theta_pos  peak_separation
403.429 -0.4 2980.96 -21.5623 15.6262 -0.9 1.28 2.18
0.00247875 -0.4 403.429 -0.0154219 0.0128676 5.68 7.78 2.1
0.135335 -0.4 2980.96 -0.354072 0.297808 3.54 5.62 2.08
0.00247875 -0.4 2980.96 -0.0205529 0.0170779 6.4 8.48 2.08
7.38906 -0.2 4.53999e-05 -0.00300361 0.00241108 -1.12 1.12 2.24
403.429 -0.2 4.53999e-05 -0.00300555 0.00241228 -1.12 1.12 2.24
0.135335 -0.2 4.53999e-05 -0.00290189 0.00235353 -1.1 1.16 2.26
0.00247875 -0.2 4.53999e-05 -0.00113904 0.00122258 -0.32 2.2 2.52
7.38906 -0.2 0.000335463 -0.00815544 0.00654911 -1.12 1.12 2.24
403.429 -0.2 0.000335463 -0.00816977 0.00655794 -1.12 1.12 2.24
0.135335 -0.2 0.000335463 -0.00745307 0.00617749 -1.06 1.2 2.26
0.00247875 -0.2 0.000335463 -0.00165454 0.00191273 0.28 2.9 2.62
7.38906 -0.2 0.00247875 -0.022101 0.0177592 -1.12 1.12 2.24
403.429 -0.2 0.00247875 -0.0222065 0.0178234 -1.12 1.12 2.24
0.135335 -0.2 0.00247875 -0.0176915 0.0154985 -0.96 1.34 2.3
7.38906 -0.2 0.0183156 -0.0595828 0.0479898 -1.1 1.14 2.24
0.00247875 -0.2 0.00247875 -0.00216502 0.00260243 1 3.68 2.68
403.429 -0.2 0.0183156 -0.0603543 0.0484491 -1.12 1.12 2.24
0.135335 -0.2 0.0183156 -0.0363856 0.0351369 -0.74 1.66 2.4
7.38906 -0.2 0.135335 -0.158438 0.128508 -1.1 1.16 2.26
0.00247875 -0.2 0.0183156 -0.00268136 0.00327597 1.78 4.5 2.72
403.429 -0.2 0.135335 -0.163992 0.131656 -1.12 1.12 2.24
7.38906 -0.2 1 -0.406924 0.337279 -1.06 1.2 2.26
0.135335 -0.2 0.135335 -0.06219 0.0667457 -0.32 2.2 2.52
0.00247875 -0.2 0.135335 -0.00323522 0.00397221 2.58 5.32 2.74
7.38906 -0.2 7.38906 -0.965935 0.84618 -0.96 1.34 2.3
403.429 -0.2 1 -0.445272 0.35757 -1.12 1.12 2.24
0.135335 -0.2 1 -0.0903367 0.104431 0.28 2.9 2.62
0.00247875 -0.2 1 -0.00385765 0.00473484 3.4 6.16 2.76
7.38906 -0.2 54.5982 -1.98673 1.91834 -0.74 1.66 2.4
403.429 -0.2 7.38906 -1.20667 0.969617 -1.12 1.12 2.24
0.135335 -0.2 7.38906 -0.118213 0.142087 1 3.68 2.68
7.38906 -0.2 403.429 -3.3965 3.64385 -0.32 2.2 2.52
0.00247875 -0.2 7.38906 -0.00457597 0.00560258 4.24 6.98 2.74
7.38906 -0.2 2980.96 -4.93753 5.7008 0.28 2.9 2.62
403.429 -0.2 54.5982 -3.25312 2.62015 -1.1 1.14 2.24
0.135335 -0.2 54.5982 -0.146423 0.178861 1.78 4.5 2.72
403.429 -0.2 403.429 -8.65056 7.01625 -1.1 1.16 2.26
0.00247875 -0.2 54.5982 -0.00541608 0.00660658 5.06 7.82 2.76
0.135335 -0.2 403.429 -0.176723 0.216874 2.58 5.32 2.74
403.429 -0.2 2980.96 -22.2197 18.4134 -1.06 1.2 2.26
0.00247875 -0.2 403.429 -0.00640533 0.00778071 5.9 8.66 2.76
0.135335 -0.2 2980.96 -0.210903 0.25851 3.4 6.14 2.74
0.00247875 -0.2 2980.96 -0.00757611 0.00915913 6.74 9.48 2.74
7.38906 0 4.53999e-05 -0.00300425 0.00241226 -1.12 1.12 2.24
403.429 0 4.53999e-05 -0.00300557 0.0024123 -1.12 1.12 2.24
0.135335 0 4.53999e-05 -0.00293408 0.00241003 -1.14 1.16 2.3
0.00247875 0 4.53999e-05 -0.00130588 0.00199222 -1.62 2.18 3.8
7.38906 0 0.000335463 -0.00816015 0.00655782 -1.12 1.12 2.24
403.429 0 0.000335463 -0.00816986 0.0065581 -1.12 1.12 2.24
0.135335 0 0.000335463 -0.00766244 0.00653787 -1.16 1.2 2.36
0.00247875 0 0.000335463 -0.0018312 0.00376603 -1.88 2.98 4.86
7.38906 0 0.00247875 -0.0221355 0.0178225 -1.12 1.12 2.24
403.429 0 0.00247875 -0.0222071 0.0178246 -1.12 1.12 2.24
0.135335 0 0.00247875 -0.018823 0.0176133 -1.24 1.34 2.58
7.38906 0 0.0183156 -0.0598327 0.0484429 -1.12 1.14 2.26
0.00247875 0 0.00247875 -0.00217278 0.00544995 -2.14 3.88 6.02
403.429 0 0.0183156 -0.060359 0.0484579 -1.12 1.12 2.24
0.135335 0 0.0183156 -0.0406229 0.0460842 -1.4 1.62 3.02
7.38906 0 0.135335 -0.160195 0.1316 -1.14 1.16 2.3
0.00247875 0 0.0183156 -0.00234683 0.00654866 -2.38 4.86 7.24
403.429 0 0.135335 -0.164027 0.131721 -1.12 1.12 2.24
7.38906 0 1 -0.418355 0.356955 -1.16 1.2 2.36
0.135335 0 0.135335 -0.0712992 0.108798 -1.62 2.18 3.8
0.00247875 0 0.135335 -0.00242425 0.00716418 -2.58 5.84 8.42
403.429 0 1 -0.445529 0.358045 -1.12 1.12 2.24
7.38906 0 7.38906 -1.02771 0.961645 -1.24 1.34 2.58
0.135335 0 1 -0.0999817 0.205617 -1.88 2.98 4.86
0.00247875 0 1 -0.00245641 0.00753058 -2.74 6.84 9.58
7.38906 0 54.5982 -2.21805 2.51601 -1.4 1.62 3.02
403.429 0 7.38906 -1.20856 0.973075 -1.12 1.12 2.24
0.135335 0 7.38906 -0.118636 0.297554 -2.14 3.88 6.02
7.38906 0 403.429 -3.89376 5.93928 -1.62 2.18 3.8
0.00247875 0 7.38906 -0.00246934 0.00778399 -2.86 7.84 10.7
403.429 0 54.5982 -3.26676 2.64489 -1.12 1.14 2.26
7.38906 0 2980.96 -5.46366 11.2224 -1.88 2.96 4.84
0.135335 0 54.5982 -0.128149 0.357537 -2.38 4.86 7.24
403.429 0 403.429 -8.74646 7.18503 -1.14 1.16 2.3
0.00247875 0 54.5982 -0.00247457 0.00799895 -2.9 8.82 11.72
0.135335 0 403.429 -0.132404 0.391134 -2.54 5.84 8.38
403.429 0 2980.96 -22.8429 19.4878 -1.16 1.2 2.36
0.135335 0 2980.96 -0.134229 0.411107 -2.6 6.84 9.44
0.00247875 0 403.429 -0.00247695 0.0081903 -2.58 9.82 12.4
0.00247875 0 2980.96 -0.00247885 0.00837173 -1.28 10.82 12.1
7.38906 0.2 4.53999e-05 -0.00300474 0.00241224 -1.12 1.12 2.24
403.429 0.2 4.53999e-05 -0.00300557 0.0024123 -1.12 1.12 2.24
0.135335 0.2 4.53999e-05 -0.00295967 0.00240878 -1.16 1.16 2.32
0.00247875 0.2 4.53999e-05 -0.0018242 0.00219974 -4.1 2.4 6.5
7.38906 0.2 0.000335463 -0.00816373 0.00655761 -1.12 1.12 2.24
403.429 0.2 0.000335463 -0.00816992 0.00655809 -1.12 1.12 2.24
0.135335 0.2 0.000335463 -0.00784093 0.00653137 -1.22 1.22 2.44
0.00247875 0.2 0.000335463 -0.0042797 0.0053321 -9.64 3.36 13
7.38906 0.2 0.00247875 -0.0221619 0.017821 -1.12 1.14 2.26
403.429 0.2 0.00247875 -0.0222076 0.0178246 -1.12 1.12 2.24
0.135335 0.2 0.00247875 -0.0199655 0.0176157 -1.42 1.38 2.8
7.38906 0.2 0.0183156 -0.0600253 0.0484326 -1.12 1.14 2.26
0.00247875 0.2 0.00247875 -0.0111897 0.0119712 -14.84 4.5 19.34
403.429 0.2 0.0183156 -0.0603626 0.0484577 -1.12 1.12 2.24
0.135335 0.2 0.0183156 -0.0467945 0.0468209 -1.98 1.72 3.7
7.38906 0.2 0.135335 -0.161592 0.131531 -1.16 1.16 2.32
0.00247875 0.2 0.0183156 -0.0301001 0.0239231 -19.88 5.72 25.6
403.429 0.2 0.135335 -0.164053 0.131719 -1.12 1.12 2.24
7.38906 0.2 1 -0.428101 0.3566 -1.22 1.22 2.44
0.135335 0.2 0.135335 -0.0995982 0.120125 -4.1 2.4 6.5
0.00247875 0.2 0.135335 -0.0672151 0.0392721 -20 6.96 26.96
7.38906 0.2 7.38906 -1.09008 0.961779 -1.42 1.38 2.8
403.429 0.2 1 -0.445725 0.358034 -1.12 1.12 2.24
0.135335 0.2 1 -0.233663 0.29112 -9.64 3.36 13
7.38906 0.2 54.5982 -2.55495 2.55625 -1.98 1.72 3.7
0.00247875 0.2 1 -0.10178 0.051317 -20 8.2 28.2
403.429 0.2 7.38906 -1.21 0.972995 -1.12 1.14 2.26
7.38906 0.2 403.429 -5.43807 6.55771 -4.1 2.4 6.5
0.135335 0.2 7.38906 -0.610934 0.653586 -14.84 4.5 19.34
7.38906 0.2 2980.96 -12.7558 15.887 -9.64 3.36 13
0.00247875 0.2 7.38906 -0.120899 0.0570083 -19.98 9.46 29.44
403.429 0.2 54.5982 -3.27727 2.64433 -1.12 1.14 2.26
0.135335 0.2 54.5982 -1.64337 1.30604 -19.88 5.72 25.6
403.429 0.2 403.429 -8.82269 7.18132 -1.16 1.16 2.32
0.00247875 0.2 54.5982 -0.129915 0.0590081 -20 10.72 30.72
0.135335 0.2 403.429 -3.67047 2.14374 -20 6.96 26.96
403.429 0.2 2980.96 -23.3742 19.4688 -1.22 1.22 2.44
0.135335 0.2 2980.96 -5.56381 2.8007 -20 8.2 28.2
0.00247875 0.2 403.429 -0.133344 0.0589875 -20 11.96 31.96
0.00247875 0.2 2980.96 -0.134781 0.0582787 -20 13.22 33.22
7.38906 0.4 4.53999e-05 -0.00300511 0.00241209 -1.12 1.12 2.24
403.429 0.4 4.53999e-05 -0.00300558 0.0024123 -1.12 1.12 2.24
0.135335 0.4 4.53999e-05 -0.00297946 0.0024009 -1.16 1.16 2.32
0.00247875 0.4 4.53999e-05 -0.00234352 0.00204095 -3.48 2.72 6.2
7.38906 0.4 0.000335463 -0.00816646 0.00655652 -1.12 1.12 2.24
403.429 0.4 0.000335463 -0.00816997 0.00655807 -1.12 1.12 2.24
0.135335 0.4 0.000335463 -0.00798247 0.00647542 -1.24 1.24 2.48
0.00247875 0.4 0.000335463 -0.00591172 0.00495861 -5.78 4.04 9.82
7.38906 0.4 0.00247875 -0.022182 0.017813 -1.12 1.14 2.26
403.429 0.4 0.00247875 -0.022208 0.0178244 -1.12 1.12 2.24
0.135335 0.4 0.00247875 -0.0209273 0.0172434 -1.46 1.42 2.88
7.38906 0.4 0.0183156 -0.0601735 0.0483736 -1.14 1.14 2.28
0.00247875 0.4 0.00247875 -0.015697 0.0119661 -8.3 5.64 13.94
403.429 0.4 0.0183156 -0.0603653 0.0484566 -1.12 1.12 2.24
7.38906 0.4 0.135335 -0.162673 0.1311 -1.16 1.16 2.32
0.135335 0.4 0.0183156 -0.0526379 0.0447067 -2.06 1.84 3.9
0.00247875 0.4 0.0183156 -0.042449 0.0286807 -10.8 7.32 18.12
7.38906 0.4 1 -0.435828 0.353546 -1.24 1.24 2.48
403.429 0.4 0.135335 -0.164073 0.131711 -1.12 1.12 2.24
0.135335 0.4 0.135335 -0.127952 0.111451 -3.48 2.72 6.2
0.00247875 0.4 0.135335 -0.115274 0.0674671 -13.3 9 22.3
7.38906 0.4 7.38906 -1.14259 0.941457 -1.46 1.42 2.88
403.429 0.4 1 -0.445874 0.357974 -1.12 1.12 2.24
0.135335 0.4 1 -0.322768 0.270729 -5.78 4.04 9.82
7.38906 0.4 54.5982 -2.87393 2.44086 -2.06 1.84 3.9
0.00247875 0.4 1 -0.313289 0.153207 -15.8 10.68 26.48
403.429 0.4 7.38906 -1.2111 0.972558 -1.12 1.14 2.26
7.38906 0.4 403.429 -6.9857 6.08446 -3.46 2.72 6.18
0.135335 0.4 7.38906 -0.857017 0.653313 -8.3 5.64 13.94
7.38906 0.4 2980.96 -17.6185 14.7758 -5.78 4.04 9.82
0.00247875 0.4 7.38906 -0.851574 0.324484 -18.3 12.36 30.66
403.429 0.4 54.5982 -3.28536 2.64111 -1.14 1.14 2.28
0.135335 0.4 54.5982 -2.31755 1.56578 -10.8 7.32 18.12
403.429 0.4 403.429 -8.88165 7.15782 -1.16 1.16 2.32
0.00247875 0.4 54.5982 -2.26922 0.603609 -20 14.02 34.02
0.135335 0.4 403.429 -6.29305 3.68264 -13.3 9 22.3
403.429 0.4 2980.96 -23.7955 19.3024 -1.24 1.24 2.48
0.00247875 0.4 403.429 -4.39858 0.905235 -20 15.7 35.7
0.135335 0.4 2980.96 -17.0999 8.35834 -15.8 10.68 26.48
0.00247875 0.4 2980.96 -6.02757 1.10262 -20 17.36 37.36
7.38906 0.6 4.53999e-05 -0.00300539 0.00241187 -1.12 1.12 2.24
403.429 0.6 4.53999e-05 -0.00300559 0.00241229 -1.12 1.12 2.24
0.135335 0.6 4.53999e-05 -0.00299464 0.00238937 -1.16 1.16 2.32
0.00247875 0.6 4.53999e-05 -0.00272009 0.00175797 -2.88 3.1 5.98
7.38906 0.6 0.000335463 -0.00816855 0.00655493 -1.12 1.12 2.24
403.429 0.6 0.000335463 -0.00817001 0.00655804 -1.12 1.12 2.24
0.135335 0.6 0.000335463 -0.00809135 0.00639299 -1.24 1.24 2.48
7.38906 0.6 0.00247875 -0.0221974 0.0178013 -1.12 1.14 2.26
0.00247875 0.6 0.000335463 -0.00715184 0.00405088 -4.28 5.24 9.52
403.429 0.6 0.00247875 -0.0222083 0.0178242 -1.12 1.12 2.24
0.135335 0.6 0.00247875 -0.0216695 0.0166838 -1.44 1.44 2.88
7.38906 0.6 0.0183156 -0.0602868 0.0482875 -1.14 1.14 2.28
0.00247875 0.6 0.00247875 -0.0191845 0.00975388 -5.9 7.8 13.7
403.429 0.6 0.0183156 -0.0603674 0.048455 -1.12 1.12 2.24
7.38906 0.6 0.135335 -0.163502 0.130471 -1.16 1.16 2.32
0.135335 0.6 0.0183156 -0.0570986 0.0413621 -1.92 1.92 3.84
0.00247875 0.6 0.0183156 -0.0519663 0.0240154 -7.54 10.36 17.9
7.38906 0.6 1 -0.441773 0.349045 -1.24 1.24 2.48
403.429 0.6 0.135335 -0.164089 0.1317 -1.12 1.12 2.24
0.135335 0.6 0.135335 -0.148511 0.0959973 -2.88 3.1 5.98
0.00247875 0.6 0.135335 -0.141152 0.0592618 -9.22 12.9 22.12
7.38906 0.6 7.38906 -1.18311 0.910906 -1.44 1.44 2.88
403.429 0.6 1 -0.445988 0.357887 -1.12 1.12 2.24
0.135335 0.6 1 -0.390475 0.22117 -4.28 5.24 9.52
7.38906 0.6 54.5982 -3.11743 2.2583 -1.92 1.92 3.84
0.00247875 0.6 1 -0.383631 0.145535 -10.88 15.42 26.3
403.429 0.6 7.38906 -1.21194 0.971919 -1.12 1.14 2.26
7.38906 0.6 403.429 -8.10783 5.24118 -2.88 3.1 5.98
0.135335 0.6 7.38906 -1.04742 0.532533 -5.9 7.8 13.7
7.38906 0.6 2980.96 -21.3128 12.0724 -4.28 5.24 9.52
0.00247875 0.6 7.38906 -1.04277 0.353734 -12.54 17.96 30.5
403.429 0.6 54.5982 -3.29155 2.63641 -1.14 1.14 2.28
0.135335 0.6 54.5982 -2.83712 1.31111 -7.54 10.36 17.9
403.429 0.6 403.429 -8.92689 7.12349 -1.16 1.16 2.32
0.00247875 0.6 54.5982 -2.83444 0.841958 -14.22 20 34.22
0.135335 0.6 403.429 -7.70557 3.23489 -9.22 12.9 22.12
403.429 0.6 2980.96 -24.1195 19.0573 -1.24 1.24 2.48
0.135335 0.6 2980.96 -20.9379 7.94086 -10.88 15.42 26.3
0.00247875 0.6 403.429 -7.70415 1.46239 -15.88 20 35.88
0.00247875 0.6 2980.96 -20.9371 1.70623 -17.54 20 37.54
7.38906 0.8 4.53999e-05 -0.00300561 0.00241158 -1.12 1.12 2.24
403.429 0.8 4.53999e-05 -0.00300559 0.00241229 -1.12 1.12 2.24
0.135335 0.8 4.53999e-05 -0.00300641 0.00237383 -1.16 1.16 2.32
0.00247875 0.8 4.53999e-05 -0.00300299 0.00136932 -2.46 3.14 5.6
7.38906 0.8 0.000335463 -0.00817018 0.00655279 -1.12 1.12 2.24
403.429 0.8 0.000335463 -0.00817004 0.006558 -1.12 1.12 2.24
0.135335 0.8 0.000335463 -0.00817544 0.00628202 -1.22 1.22 2.44
7.38906 0.8 0.00247875 -0.0222094 0.0177854 -1.12 1.14 2.26
0.00247875 0.8 0.000335463 -0.0081364 0.00273667 -3.46 7.78 11.24
403.429 0.8 0.00247875 -0.0222085 0.0178239 -1.12 1.12 2.24
0.135335 0.8 0.00247875 -0.022237 0.0159374 -1.38 1.4 2.78
7.38906 0.8 0.0183156 -0.060375 0.0481709 -1.12 1.14 2.26
0.00247875 0.8 0.00247875 -0.0220736 0.00631802 -4.62 13.32 17.94
403.429 0.8 0.0183156 -0.060369 0.0484529 -1.12 1.12 2.24
0.135335 0.8 0.0183156 -0.0604493 0.0369339 -1.76 1.84 3.6
7.38906 0.8 0.135335 -0.164144 0.129622 -1.16 1.16 2.32
0.00247875 0.8 0.0183156 -0.0599576 0.0153908 -5.86 18.56 24.42
403.429 0.8 0.135335 -0.164101 0.131684 -1.12 1.12 2.24
7.38906 0.8 1 -0.446364 0.342987 -1.22 1.22 2.44
0.135335 0.8 0.135335 -0.163957 0.0747742 -2.46 3.14 5.6
0.00247875 0.8 0.135335 -0.162944 0.0337461 -7.1 20 27.1
7.38906 0.8 7.38906 -1.21409 0.870156 -1.38 1.4 2.78
403.429 0.8 1 -0.446077 0.35777 -1.12 1.12 2.24
0.135335 0.8 1 -0.44423 0.149417 -3.46 7.78 11.24
7.38906 0.8 54.5982 -3.30033 2.01658 -1.76 1.84 3.6
0.00247875 0.8 1 -0.442896 0.0497347 -8.34 20 28.34
403.429 0.8 7.38906 -1.21259 0.971052 -1.12 1.14 2.26
0.135335 0.8 7.38906 -1.20515 0.344947 -4.62 13.32 17.94
7.38906 0.8 403.429 -8.95079 4.08301 -2.46 3.14 5.6
7.38906 0.8 2980.96 -24.2451 8.15723 -3.46 7.76 11.22
403.429 0.8 54.5982 -3.29636 2.63004 -1.12 1.14 2.26
0.00247875 0.8 7.38906 -1.20386 0.0570101 -9.6 20.02 29.62
0.135335 0.8 54.5982 -3.27338 0.840265 -5.86 18.56 24.42
403.429 0.8 403.429 -8.96193 7.07718 -1.16 1.16 2.32
0.135335 0.8 403.429 -8.89503 1.84259 -7.1 20 27.1
0.00247875 0.8 54.5982 -3.27234 0.0578307 -10.84 20 30.84
403.429 0.8 2980.96 -24.3697 18.7272 -1.22 1.22 2.44
0.135335 0.8 2980.96 -24.1711 2.71845 -8.34 20 28.34
0.00247875 0.8 403.429 -8.89414 0.0560191 -12.08 20 32.08
0.00247875 0.8 2980.96 -24.1704 0.0537358 -13.34 20 33.34
7.38906 1 4.53999e-05 -0.00300578 0.00241119 -1.12 1.12 2.24
403.429 1 4.53999e-05 -0.00300559 0.00241228 -1.12 1.12 2.24
0.135335 1 4.53999e-05 -0.00301587 0.00235337 -1.14 1.14 2.28
0.00247875 1 4.53999e-05 -0.00322269 0.00102067 -2.16 1.66 3.82
7.38906 1 0.000335463 -0.00817148 0.00654993 -1.12 1.12 2.24
403.429 1 0.000335463 -0.00817007 0.00655795 -1.12 1.12 2.24
0.135335 1 0.000335463 -0.00824263 0.0061398 -1.2 1.18 2.38
7.38906 1 0.00247875 -0.0222191 0.0177644 -1.12 1.12 2.24
0.00247875 1 0.000335463 -0.0089257 0.00139861 -2.94 1.94 4.88
403.429 1 0.00247875 -0.0222087 0.0178235 -1.12 1.12 2.24
0.135335 1 0.00247875 -0.0226869 0.0150363 -1.32 1.26 2.58
7.38906 1 0.0183156 -0.0604462 0.0480159 -1.12 1.14 2.26
0.00247875 1 0.00247875 -0.0244921 0.00161003 -3.84 2.24 6.08
403.429 1 0.0183156 -0.0603703 0.04845 -1.12 1.12 2.24
0.135335 1 0.0183156 -0.0630619 0.0322219 -1.62 1.42 3.04
7.38906 1 0.135335 -0.164661 0.128505 -1.14 1.14 2.28
0.00247875 1 0.0183156 -0.0668384 0.00168065 -4.8 2.5 7.3
7.38906 1 1 -0.450032 0.335222 -1.2 1.18 2.38
403.429 1 0.135335 -0.16411 0.131663 -1.12 1.12 2.24
0.135335 1 0.135335 -0.175953 0.0557348 -2.16 1.66 3.82
0.00247875 1 0.135335 -0.181961 0.00167351 -5.8 2.74 8.54
7.38906 1 7.38906 -1.23865 0.82096 -1.32 1.26 2.58
403.429 1 1 -0.446148 0.357614 -1.12 1.12 2.24
0.135335 1 1 -0.487323 0.0763641 -2.94 1.94 4.88
7.38906 1 54.5982 -3.44294 1.75938 -1.62 1.42 3.04
0.00247875 1 1 -0.4949 0.00163267 -6.78 2.94 9.72
403.429 1 7.38906 -1.21312 0.969902 -1.12 1.12 2.24
0.135335 1 7.38906 -1.33719 0.0879199 -3.84 2.24 6.08
7.38906 1 403.429 -9.60535 3.04418 -2.16 1.64 3.8
7.38906 1 2980.96 -26.5952 4.17707 -2.94 1.94 4.88
0.00247875 1 7.38906 -1.34555 0.00158349 -7.78 3.1 10.88
403.429 1 54.5982 -3.30025 2.62159 -1.12 1.14 2.26
0.135335 1 54.5982 -3.64902 0.0918504 -4.8 2.5 7.3
403.429 1 403.429 -8.99013 7.01622 -1.14 1.14 2.28
0.135335 1 403.429 -9.933 0.0919419 -5.8 2.7 8.5
0.00247875 1 54.5982 -3.65772 0.00157339 -8.78 3.12 11.9
403.429 1 2980.96 -24.5696 18.304 -1.2 1.18 2.38
0.135335 1 2980.96 -27.0081 0.0929527 -6.78 2.76 9.54
0.00247875 1 403.429 -9.94191 0.00187266 -9.78 2.64 12.42
0.00247875 1 2980.96 -27.0171 0.00457462 -10.78 1.1 11.88
7.38906 1.2 4.53999e-05 -0.00300594 0.00241068 -1.12 1.12 2.24
403.429 1.2 4.53999e-05 -0.0030056 0.00241227 -1.12 1.12 2.24
0.135335 1.2 4.53999e-05 -0.00302397 0.00232728 -1.14 1.12 2.26
7.38906 1.2 0.000335463 -0.0081726 0.00654616 -1.12 1.12 2.24
0.00247875 1.2 4.53999e-05 -0.00339745 0.0008658 -1.92 0.66 2.58
0.135335 1.2 0.000335463 -0.0083001 0.00596928 -1.16 1.08 2.24
403.429 1.2 0.000335463 -0.00817009 0.00655788 -1.12 1.12 2.24
7.38906 1.2 0.00247875 -0.0222273 0.0177367 -1.12 1.12 2.24
0.00247875 1.2 0.000335463 -0.00956298 0.00116918 -2.56 0.4 2.96
0.135335 1.2 0.00247875 -0.0230644 0.0141049 -1.24 1.02 2.26
403.429 1.2 0.00247875 -0.0222088 0.017823 -1.12 1.12 2.24
7.38906 1.2 0.0183156 -0.0605073 0.0478142 -1.12 1.12 2.24
0.00247875 1.2 0.00247875 -0.0265181 0.00134899 -3.3 0.28 3.58
0.135335 1.2 0.0183156 -0.0651903 0.0286303 -1.48 0.88 2.36
403.429 1.2 0.0183156 -0.0603715 0.0484462 -1.12 1.12 2.24
7.38906 1.2 0.135335 -0.165103 0.127081 -1.14 1.12 2.26
0.00247875 1.2 0.0183156 -0.0727931 0.00140274 -4.1 0.28 4.38
7.38906 1.2 1 -0.45317 0.325913 -1.16 1.08 2.24
0.135335 1.2 0.135335 -0.185494 0.0472789 -1.92 0.66 2.58
403.429 1.2 0.135335 -0.164119 0.131635 -1.12 1.12 2.24
0.00247875 1.2 0.135335 -0.198761 0.00137722 -4.92 0.38 5.3
7.38906 1.2 7.38906 -1.25926 0.770112 -1.24 1.02 2.26
0.135335 1.2 1 -0.522116 0.063838 -2.56 0.4 2.96
403.429 1.2 1 -0.446209 0.357408 -1.12 1.12 2.24
7.38906 1.2 54.5982 -3.55912 1.56332 -1.48 0.88 2.36
0.00247875 1.2 1 -0.541379 0.00131922 -5.74 0.52 6.26
7.38906 1.2 403.429 -10.126 2.5827 -1.92 0.66 2.58
0.135335 1.2 7.38906 -1.4478 0.0736713 -3.3 0.28 3.58
403.429 1.2 7.38906 -1.21357 0.96839 -1.12 1.12 2.24
7.38906 1.2 2980.96 -28.4924 3.49463 -2.56 0.4 2.96
0.00247875 1.2 7.38906 -1.47288 0.00125955 -6.56 0.66 7.22
0.135335 1.2 54.5982 -3.97409 0.0767084 -4.1 0.28 4.38
403.429 1.2 54.5982 -3.30359 2.61058 -1.12 1.12 2.24
0.135335 1.2 403.429 -10.8499 0.0759775 -4.9 0.38 5.28
403.429 1.2 403.429 -9.01426 6.9385 -1.14 1.12 2.26
0.00247875 1.2 54.5982 -4.00511 0.00125915 -7.4 0.76 8.16
0.135335 1.2 2980.96 -29.543 0.0772149 -5.74 0.48 6.22
403.429 1.2 2980.96 -24.7406 17.7967 -1.16 1.08 2.24
0.00247875 1.2 403.429 -10.8872 0.00166528 -8.24 0.74 8.98
0.00247875 1.2 2980.96 -29.5877 0.00498942 -9.06 0.22 9.28
7.38906 1.4 4.53999e-05 -0.00300609 0.00241001 -1.12 1.12 2.24
0.135335 1.4 4.53999e-05 -0.00303176 0.00229545 -1.12 1.06 2.18
403.429 1.4 4.53999e-05 -0.0030056 0.00241226 -1.12 1.12 2.24
7.38906 1.4 0.000335463 -0.0081737 0.00654119 -1.12 1.12 2.24
0.00247875 1.4 4.53999e-05 -0.00353934 0.000807136 -1.72 0.16 1.88
403.429 1.4 0.000335463 -0.00817011 0.00655779 -1.12 1.12 2.24
0.135335 1.4 0.000335463 -0.00835328 0.00578329 -1.14 0.96 2.1
7.38906 1.4 0.00247875 -0.0222354 0.0177004 -1.12 1.12 2.24
0.00247875 1.4 0.000335463 -0.010083 0.00113423 -2.26 -0.14 2.12
403.429 1.4 0.00247875 -0.022209 0.0178223 -1.12 1.12 2.24
0.135335 1.4 0.00247875 -0.0233994 0.0132907 -1.18 0.78 1.96
7.38906 1.4 0.0183156 -0.0605664 0.0475554 -1.12 1.1 2.22
0.00247875 1.4 0.00247875 -0.0282196 0.00136585 -2.9 -0.32 2.58
7.38906 1.4 0.135335 -0.165529 0.125343 -1.12 1.06 2.18
403.429 1.4 0.0183156 -0.0603726 0.0484412 -1.12 1.12 2.24
0.135335 1.4 0.0183156 -0.0669785 0.0264173 -1.36 0.5 1.86
0.00247875 1.4 0.0183156 -0.0779472 0.00145392 -3.58 -0.36 3.22
7.38906 1.4 1 -0.456073 0.315758 -1.14 0.96 2.1
403.429 1.4 0.135335 -0.164127 0.131598 -1.12 1.12 2.24
0.135335 1.4 0.135335 -0.193241 0.0440764 -1.72 0.16 1.88
7.38906 1.4 7.38906 -1.27755 0.725661 -1.18 0.78 1.96
0.00247875 1.4 0.135335 -0.213644 0.00142881 -4.28 -0.28 4
403.429 1.4 1 -0.446269 0.357137 -1.12 1.12 2.24
0.135335 1.4 1 -0.550507 0.0619298 -2.26 -0.14 2.12
7.38906 1.4 54.5982 -3.65672 1.4425 -1.36 0.5 1.86
0.00247875 1.4 1 -0.583182 0.00135237 -4.98 -0.14 4.84
7.38906 1.4 403.429 -10.5487 2.40787 -1.72 0.16 1.88
403.429 1.4 7.38906 -1.21401 0.966407 -1.12 1.12 2.24
0.135335 1.4 7.38906 -1.54069 0.0745938 -2.9 -0.32 2.58
7.38906 1.4 2980.96 -30.0405 3.39074 -2.26 -0.14 2.12
403.429 1.4 54.5982 -3.30681 2.59645 -1.12 1.1 2.22
0.00247875 1.4 7.38906 -1.5885 0.00127131 -5.68 -0.02 5.66
0.135335 1.4 54.5982 -4.25545 0.0795184 -3.58 -0.36 3.22
403.429 1.4 403.429 -9.03745 6.84368 -1.12 1.06 2.18
0.135335 1.4 403.429 -11.6621 0.0789152 -4.28 -0.28 4
0.00247875 1.4 54.5982 -4.32224 0.00126115 -6.4 0.1 6.5
403.429 1.4 2980.96 -24.8987 17.2432 -1.14 0.96 2.1
